stack@red:~/devstack$ cd /opt/stack/glance; /opt/stack/glance/bin/glance-api --c onfig-file=/etc/glance/glance-api.conf || touch "/opt/stack/status/stack/g-api.f ailure"
2013-07-25 00:56:15.570 26922 DEBUG glance.store [-] Attempting to import store glance.store.filesystem.Store _get_store_class /opt/stack/glance/glance/store/__init__.py:133
2013-07-25 00:56:15.571 26922 DEBUG glance.store [-] Registering store <class 'glance.store.filesystem.Store'> with schemes ('file', 'filesystem') create_stores /opt/stack/glance/glance/store/__init__.py:163
2013-07-25 00:56:15.571 26922 DEBUG glance.store.base [-] Late loading location class glance.store.filesystem.StoreLocation get_store_location_class /opt/stack/glance/glance/store/base.py:68
2013-07-25 00:56:15.572 26922 DEBUG glance.store.location [-] Registering scheme file with {'store_class': <class 'glance.store.filesystem.Store'>, 'location_class': <class 'glance.store.filesystem.StoreLocation'>} register_scheme_map /opt/stack/glance/glance/store/location.py:85
2013-07-25 00:56:15.572 26922 DEBUG glance.store.location [-] Registering scheme filesystem with {'store_class': <class 'glance.store.filesystem.Store'>, 'location_class': <class 'glance.store.filesystem.StoreLocation'>} register_scheme_map /opt/stack/glance/glance/store/location.py:85
2013-07-25 00:56:15.572 26922 DEBUG glance.store [-] Attempting to import store glance.store.http.Store _get_store_class /opt/stack/glance/glance/store/__init__.py:133
2013-07-25 00:56:15.572 26922 DEBUG glance.store [-] Registering store <class 'glance.store.http.Store'> with schemes ('http', 'https') create_stores /opt/stack/glance/glance/store/__init__.py:163
2013-07-25 00:56:15.573 26922 DEBUG glance.store.base [-] Late loading location class glance.store.http.StoreLocation get_store_location_class /opt/stack/glance/glance/store/base.py:68
2013-07-25 00:56:15.573 26922 DEBUG glance.store.location [-] Registering scheme http with {'store_class': <class 'glance.store.http.Store'>, 'location_class': <class 'glance.store.http.StoreLocation'>} register_scheme_map /opt/stack/glance/glance/store/location.py:85
2013-07-25 00:56:15.573 26922 DEBUG glance.store.location [-] Registering scheme https with {'store_class': <class 'glance.store.http.Store'>, 'location_class': <class 'glance.store.http.StoreLocation'>} register_scheme_map /opt/stack/glance/glance/store/location.py:85
2013-07-25 00:56:15.573 26922 DEBUG glance.store [-] Attempting to import store glance.store.rbd.Store _get_store_class /opt/stack/glance/glance/store/__init__.py:133
2013-07-25 00:56:15.574 26922 DEBUG glance.store [-] Registering store <class 'glance.store.rbd.Store'> with schemes ('rbd',) create_stores /opt/stack/glance/glance/store/__init__.py:163
2013-07-25 00:56:15.575 26922 DEBUG glance.store.base [-] Late loading location class glance.store.rbd.StoreLocation get_store_location_class /opt/stack/glance/glance/store/base.py:68
2013-07-25 00:56:15.575 26922 DEBUG glance.store.location [-] Registering scheme rbd with {'store_class': <class 'glance.store.rbd.Store'>, 'location_class': <class 'glance.store.rbd.StoreLocation'>} register_scheme_map /opt/stack/glance/glance/store/location.py:85
2013-07-25 00:56:15.575 26922 DEBUG glance.store [-] Attempting to import store glance.store.s3.Store _get_store_class /opt/stack/glance/glance/store/__init__.py:133
2013-07-25 00:56:15.576 26922 DEBUG glance.store [-] Registering store <class 'glance.store.s3.Store'> with schemes ('s3', 's3+http', 's3+https') create_stores /opt/stack/glance/glance/store/__init__.py:163
2013-07-25 00:56:15.576 26922 DEBUG glance.store.base [-] Late loading location class glance.store.s3.StoreLocation get_store_location_class /opt/stack/glance/glance/store/base.py:68
2013-07-25 00:56:15.576 26922 DEBUG glance.store.location [-] Registering scheme s3 with {'store_class': <class 'glance.store.s3.Store'>, 'location_class': <class 'glance.store.s3.StoreLocation'>} register_scheme_map /opt/stack/glance/glance/store/location.py:85
2013-07-25 00:56:15.576 26922 DEBUG glance.store.location [-] Registering scheme s3+http with {'store_class': <class 'glance.store.s3.Store'>, 'location_class': <class 'glance.store.s3.StoreLocation'>} register_scheme_map /opt/stack/glance/glance/store/location.py:85
2013-07-25 00:56:15.576 26922 DEBUG glance.store.location [-] Registering scheme s3+https with {'store_class': <class 'glance.store.s3.Store'>, 'location_class': <class 'glance.store.s3.StoreLocation'>} register_scheme_map /opt/stack/glance/glance/store/location.py:85
2013-07-25 00:56:15.577 26922 DEBUG glance.store [-] Attempting to import store glance.store.swift.Store _get_store_class /opt/stack/glance/glance/store/__init__.py:133
2013-07-25 00:56:15.586 26922 DEBUG glance.store [-] Registering store <function Store at 0x9adf224> with schemes ('swift+https', 'swift', 'swift+http') create_stores /opt/stack/glance/glance/store/__init__.py:163
2013-07-25 00:56:15.587 26922 DEBUG glance.store.base [-] Late loading location class glance.store.swift.StoreLocation get_store_location_class /opt/stack/glance/glance/store/base.py:68
2013-07-25 00:56:15.587 26922 DEBUG glance.store.location [-] Registering scheme swift+https with {'store_class': <function Store at 0x9adf224>, 'location_class': <class 'glance.store.swift.StoreLocation'>} register_scheme_map /opt/stack/glance/glance/store/location.py:85
2013-07-25 00:56:15.587 26922 DEBUG glance.store.location [-] Registering scheme swift+http with {'store_class': <function Store at 0x9adf224>, 'location_class': <class 'glance.store.swift.StoreLocation'>} register_scheme_map /opt/stack/glance/glance/store/location.py:85
2013-07-25 00:56:15.587 26922 DEBUG glance.store.location [-] Registering scheme swift with {'store_class': <function Store at 0x9adf224>, 'location_class': <class 'glance.store.swift.StoreLocation'>} register_scheme_map /opt/stack/glance/glance/store/location.py:85
2013-07-25 00:56:15.588 26922 DEBUG glance.common.config [-] Loading glance-api-keystone+cachemanagement from /etc/glance/glance-api-paste.ini load_paste_app /opt/stack/glance/glance/common/config.py:201
2013-07-25 00:56:15.611 26922 WARNING glance.api.v2.images [-] Could not find schema properties file schema-image.json. Continuing without custom properties
2013-07-25 00:56:15.750 26922 DEBUG glance.notifier [-] Converted strategy alias rabbit to glance.notifier.notify_kombu.RabbitStrategy __init__ /opt/stack/glance/glance/notifier/__init__.py:56
2013-07-25 00:56:15.754 26922 INFO glance.notifier.notify_kombu [-] Connecting to AMQP server on localhost:5672
2013-07-25 00:56:15.798 26922 INFO glance.notifier.notify_kombu [-] Connected to AMQP server on localhost:5672
2013-07-25 00:56:15.809 26922 INFO sqlalchemy.engine.base.Engine [-] SELECT DATABASE()
2013-07-25 00:56:15.809 26922 INFO sqlalchemy.engine.base.Engine [-] ()
2013-07-25 00:56:15.810 26922 DEBUG sqlalchemy.engine.base.Engine [-] Col ('DATABASE()',) __init__ /usr/local/lib/python2.7/dist-packages/sqlalchemy/engine/base.py:2788
2013-07-25 00:56:15.810 26922 DEBUG sqlalchemy.engine.base.Engine [-] Row (u'glance',) process_rows /usr/local/lib/python2.7/dist-packages/sqlalchemy/engine/base.py:3193
2013-07-25 00:56:15.812 26922 INFO sqlalchemy.engine.base.Engine [-] SHOW VARIABLES LIKE 'character_set%%'
2013-07-25 00:56:15.812 26922 INFO sqlalchemy.engine.base.Engine [-] ()
2013-07-25 00:56:15.813 26922 DEBUG sqlalchemy.engine.base.Engine [-] Col ('Variable_name', 'Value') __init__ /usr/local/lib/python2.7/dist-packages/sqlalchemy/engine/base.py:2788
2013-07-25 00:56:15.813 26922 DEBUG sqlalchemy.engine.base.Engine [-] Row (u'character_set_client', u'utf8') process_rows /usr/local/lib/python2.7/dist-packages/sqlalchemy/engine/base.py:3193
2013-07-25 00:56:15.813 26922 DEBUG sqlalchemy.engine.base.Engine [-] Row (u'character_set_connection', u'utf8') process_rows /usr/local/lib/python2.7/dist-packages/sqlalchemy/engine/base.py:3193
2013-07-25 00:56:15.813 26922 DEBUG sqlalchemy.engine.base.Engine [-] Row (u'character_set_database', u'utf8') process_rows /usr/local/lib/python2.7/dist-packages/sqlalchemy/engine/base.py:3193
2013-07-25 00:56:15.813 26922 DEBUG sqlalchemy.engine.base.Engine [-] Row (u'character_set_filesystem', u'binary') process_rows /usr/local/lib/python2.7/dist-packages/sqlalchemy/engine/base.py:3193
2013-07-25 00:56:15.814 26922 DEBUG sqlalchemy.engine.base.Engine [-] Row (u'character_set_results', u'utf8') process_rows /usr/local/lib/python2.7/dist-packages/sqlalchemy/engine/base.py:3193
2013-07-25 00:56:15.814 26922 DEBUG sqlalchemy.engine.base.Engine [-] Row (u'character_set_server', u'latin1') process_rows /usr/local/lib/python2.7/dist-packages/sqlalchemy/engine/base.py:3193
2013-07-25 00:56:15.814 26922 DEBUG sqlalchemy.engine.base.Engine [-] Row (u'character_set_system', u'utf8') process_rows /usr/local/lib/python2.7/dist-packages/sqlalchemy/engine/base.py:3193
2013-07-25 00:56:15.814 26922 DEBUG sqlalchemy.engine.base.Engine [-] Row (u'character_sets_dir', u'/usr/share/mysql/charsets/') process_rows /usr/local/lib/python2.7/dist-packages/sqlalchemy/engine/base.py:3193
2013-07-25 00:56:15.814 26922 INFO sqlalchemy.engine.base.Engine [-] SHOW VARIABLES LIKE 'lower_case_table_names'
2013-07-25 00:56:15.814 26922 INFO sqlalchemy.engine.base.Engine [-] ()
2013-07-25 00:56:15.815 26922 DEBUG sqlalchemy.engine.base.Engine [-] Col ('Variable_name', 'Value') __init__ /usr/local/lib/python2.7/dist-packages/sqlalchemy/engine/base.py:2788
2013-07-25 00:56:15.815 26922 DEBUG sqlalchemy.engine.base.Engine [-] Row (u'lower_case_table_names', u'0') process_rows /usr/local/lib/python2.7/dist-packages/sqlalchemy/engine/base.py:3193
2013-07-25 00:56:15.816 26922 INFO sqlalchemy.engine.base.Engine [-] SHOW COLLATION
2013-07-25 00:56:15.816 26922 INFO sqlalchemy.engine.base.Engine [-] ()
2013-07-25 00:56:15.820 26922 DEBUG sqlalchemy.engine.base.Engine [-] Col ('Collation', 'Charset', 'Id', 'Default', 'Compiled', 'Sortlen') __init__ /usr/local/lib/python2.7/dist-packages/sqlalchemy/engine/base.py:2788
2013-07-25 00:56:15.820 26922 DEBUG sqlalchemy.engine.base.Engine [-] Row (u'big5_chinese_ci', u'big5', 1L, u'Yes', u'Yes', 1L) process_rows /usr/local/lib/python2.7/dist-packages/sqlalchemy/engine/base.py:3193
2013-07-25 00:56:15.820 26922 DEBUG sqlalchemy.engine.base.Engine [-] Row (u'big5_bin', u'big5', 84L, u'', u'Yes', 1L) process_rows /usr/local/lib/python2.7/dist-packages/sqlalchemy/engine/base.py:3193
2013-07-25 00:56:15.820 26922 DEBUG sqlalchemy.engine.base.Engine [-] Row (u'dec8_swedish_ci', u'dec8', 3L, u'Yes', u'Yes', 1L) process_rows /usr/local/lib/python2.7/dist-packages/sqlalchemy/engine/base.py:3193
2013-07-25 00:56:15.820 26922 DEBUG sqlalchemy.engine.base.Engine [-] Row (u'dec8_bin', u'dec8', 69L, u'', u'Yes', 1L) process_rows /usr/local/lib/python2.7/dist-packages/sqlalchemy/engine/base.py:3193
2013-07-25 00:56:15.820 26922 DEBUG sqlalchemy.engine.base.Engine [-] Row (u'cp850_general_ci', u'cp850', 4L, u'Yes', u'Yes', 1L) process_rows /usr/local/lib/python2.7/dist-packages/sqlalchemy/engine/base.py:3193
2013-07-25 00:56:15.821 26922 DEBUG sqlalchemy.engine.base.Engine [-] Row (u'cp850_bin', u'cp850', 80L, u'', u'Yes', 1L) process_rows /usr/local/lib/python2.7/dist-packages/sqlalchemy/engine/base.py:3193
2013-07-25 00:56:15.821 26922 DEBUG sqlalchemy.engine.base.Engine [-] Row (u'hp8_english_ci', u'hp8', 6L, u'Yes', u'Yes', 1L) process_rows /usr/local/lib/python2.7/dist-packages/sqlalchemy/engine/base.py:3193
2013-07-25 00:56:15.821 26922 DEBUG sqlalchemy.engine.base.Engine [-] Row (u'hp8_bin', u'hp8', 72L, u'', u'Yes', 1L) process_rows /usr/local/lib/python2.7/dist-packages/sqlalchemy/engine/base.py:3193
2013-07-25 00:56:15.821 26922 DEBUG sqlalchemy.engine.base.Engine [-] Row (u'koi8r_general_ci', u'koi8r', 7L, u'Yes', u'Yes', 1L) process_rows /usr/local/lib/python2.7/dist-packages/sqlalchemy/engine/base.py:3193
2013-07-25 00:56:15.821 26922 DEBUG sqlalchemy.engine.base.Engine [-] Row (u'koi8r_bin', u'koi8r', 74L, u'', u'Yes', 1L) process_rows /usr/local/lib/python2.7/dist-packages/sqlalchemy/engine/base.py:3193
2013-07-25 00:56:15.821 26922 DEBUG sqlalchemy.engine.base.Engine [-] Row (u'latin1_german1_ci', u'latin1', 5L, u'', u'Yes', 1L) process_rows /usr/local/lib/python2.7/dist-packages/sqlalchemy/engine/base.py:3193
2013-07-25 00:56:15.822 26922 DEBUG sqlalchemy.engine.base.Engine [-] Row (u'latin1_swedish_ci', u'latin1', 8L, u'Yes', u'Yes', 1L) process_rows /usr/local/lib/python2.7/dist-packages/sqlalchemy/engine/base.py:3193
2013-07-25 00:56:15.822 26922 DEBUG sqlalchemy.engine.base.Engine [-] Row (u'latin1_danish_ci', u'latin1', 15L, u'', u'Yes', 1L) process_rows /usr/local/lib/python2.7/dist-packages/sqlalchemy/engine/base.py:3193
2013-07-25 00:56:15.822 26922 DEBUG sqlalchemy.engine.base.Engine [-] Row (u'latin1_german2_ci', u'latin1', 31L, u'', u'Yes', 2L) process_rows /usr/local/lib/python2.7/dist-packages/sqlalchemy/engine/base.py:3193
2013-07-25 00:56:15.822 26922 DEBUG sqlalchemy.engine.base.Engine [-] Row (u'latin1_bin', u'latin1', 47L, u'', u'Yes', 1L) process_rows /usr/local/lib/python2.7/dist-packages/sqlalchemy/engine/base.py:3193
2013-07-25 00:56:15.822 26922 DEBUG sqlalchemy.engine.base.Engine [-] Row (u'latin1_general_ci', u'latin1', 48L, u'', u'Yes', 1L) process_rows /usr/local/lib/python2.7/dist-packages/sqlalchemy/engine/base.py:3193
2013-07-25 00:56:15.822 26922 DEBUG sqlalchemy.engine.base.Engine [-] Row (u'latin1_general_cs', u'latin1', 49L, u'', u'Yes', 1L) process_rows /usr/local/lib/python2.7/dist-packages/sqlalchemy/engine/base.py:3193
2013-07-25 00:56:15.823 26922 DEBUG sqlalchemy.engine.base.Engine [-] Row (u'latin1_spanish_ci', u'latin1', 94L, u'', u'Yes', 1L) process_rows /usr/local/lib/python2.7/dist-packages/sqlalchemy/engine/base.py:3193
2013-07-25 00:56:15.823 26922 DEBUG sqlalchemy.engine.base.Engine [-] Row (u'latin2_czech_cs', u'latin2', 2L, u'', u'Yes', 4L) process_rows /usr/local/lib/python2.7/dist-packages/sqlalchemy/engine/base.py:3193
2013-07-25 00:56:15.823 26922 DEBUG sqlalchemy.engine.base.Engine [-] Row (u'latin2_general_ci', u'latin2', 9L, u'Yes', u'Yes', 1L) process_rows /usr/local/lib/python2.7/dist-packages/sqlalchemy/engine/base.py:3193
2013-07-25 00:56:15.823 26922 DEBUG sqlalchemy.engine.base.Engine [-] Row (u'latin2_hungarian_ci', u'latin2', 21L, u'', u'Yes', 1L) process_rows /usr/local/lib/python2.7/dist-packages/sqlalchemy/engine/base.py:3193
2013-07-25 00:56:15.823 26922 DEBUG sqlalchemy.engine.base.Engine [-] Row (u'latin2_croatian_ci', u'latin2', 27L, u'', u'Yes', 1L) process_rows /usr/local/lib/python2.7/dist-packages/sqlalchemy/engine/base.py:3193
2013-07-25 00:56:15.823 26922 DEBUG sqlalchemy.engine.base.Engine [-] Row (u'latin2_bin', u'latin2', 77L, u'', u'Yes', 1L) process_rows /usr/local/lib/python2.7/dist-packages/sqlalchemy/engine/base.py:3193
2013-07-25 00:56:15.823 26922 DEBUG sqlalchemy.engine.base.Engine [-] Row (u'swe7_swedish_ci', u'swe7', 10L, u'Yes', u'Yes', 1L) process_rows /usr/local/lib/python2.7/dist-packages/sqlalchemy/engine/base.py:3193
2013-07-25 00:56:15.824 26922 DEBUG sqlalchemy.engine.base.Engine [-] Row (u'swe7_bin', u'swe7', 82L, u'', u'Yes', 1L) process_rows /usr/local/lib/python2.7/dist-packages/sqlalchemy/engine/base.py:3193
2013-07-25 00:56:15.824 26922 DEBUG sqlalchemy.engine.base.Engine [-] Row (u'ascii_general_ci', u'ascii', 11L, u'Yes', u'Yes', 1L) process_rows /usr/local/lib/python2.7/dist-packages/sqlalchemy/engine/base.py:3193
2013-07-25 00:56:15.824 26922 DEBUG sqlalchemy.engine.base.Engine [-] Row (u'ascii_bin', u'ascii', 65L, u'', u'Yes', 1L) process_rows /usr/local/lib/python2.7/dist-packages/sqlalchemy/engine/base.py:3193
2013-07-25 00:56:15.824 26922 DEBUG sqlalchemy.engine.base.Engine [-] Row (u'ujis_japanese_ci', u'ujis', 12L, u'Yes', u'Yes', 1L) process_rows /usr/local/lib/python2.7/dist-packages/sqlalchemy/engine/base.py:3193
2013-07-25 00:56:15.824 26922 DEBUG sqlalchemy.engine.base.Engine [-] Row (u'ujis_bin', u'ujis', 91L, u'', u'Yes', 1L) process_rows /usr/local/lib/python2.7/dist-packages/sqlalchemy/engine/base.py:3193
2013-07-25 00:56:15.824 26922 DEBUG sqlalchemy.engine.base.Engine [-] Row (u'sjis_japanese_ci', u'sjis', 13L, u'Yes', u'Yes', 1L) process_rows /usr/local/lib/python2.7/dist-packages/sqlalchemy/engine/base.py:3193
2013-07-25 00:56:15.824 26922 DEBUG sqlalchemy.engine.base.Engine [-] Row (u'sjis_bin', u'sjis', 88L, u'', u'Yes', 1L) process_rows /usr/local/lib/python2.7/dist-packages/sqlalchemy/engine/base.py:3193
2013-07-25 00:56:15.825 26922 DEBUG sqlalchemy.engine.base.Engine [-] Row (u'hebrew_general_ci', u'hebrew', 16L, u'Yes', u'Yes', 1L) process_rows /usr/local/lib/python2.7/dist-packages/sqlalchemy/engine/base.py:3193
2013-07-25 00:56:15.825 26922 DEBUG sqlalchemy.engine.base.Engine [-] Row (u'hebrew_bin', u'hebrew', 71L, u'', u'Yes', 1L) process_rows /usr/local/lib/python2.7/dist-packages/sqlalchemy/engine/base.py:3193
2013-07-25 00:56:15.825 26922 DEBUG sqlalchemy.engine.base.Engine [-] Row (u'tis620_thai_ci', u'tis620', 18L, u'Yes', u'Yes', 4L) process_rows /usr/local/lib/python2.7/dist-packages/sqlalchemy/engine/base.py:3193
2013-07-25 00:56:15.825 26922 DEBUG sqlalchemy.engine.base.Engine [-] Row (u'tis620_bin', u'tis620', 89L, u'', u'Yes', 1L) process_rows /usr/local/lib/python2.7/dist-packages/sqlalchemy/engine/base.py:3193
2013-07-25 00:56:15.825 26922 DEBUG sqlalchemy.engine.base.Engine [-] Row (u'euckr_korean_ci', u'euckr', 19L, u'Yes', u'Yes', 1L) process_rows /usr/local/lib/python2.7/dist-packages/sqlalchemy/engine/base.py:3193
2013-07-25 00:56:15.825 26922 DEBUG sqlalchemy.engine.base.Engine [-] Row (u'euckr_bin', u'euckr', 85L, u'', u'Yes', 1L) process_rows /usr/local/lib/python2.7/dist-packages/sqlalchemy/engine/base.py:3193
2013-07-25 00:56:15.825 26922 DEBUG sqlalchemy.engine.base.Engine [-] Row (u'koi8u_general_ci', u'koi8u', 22L, u'Yes', u'Yes', 1L) process_rows /usr/local/lib/python2.7/dist-packages/sqlalchemy/engine/base.py:3193
2013-07-25 00:56:15.826 26922 DEBUG sqlalchemy.engine.base.Engine [-] Row (u'koi8u_bin', u'koi8u', 75L, u'', u'Yes', 1L) process_rows /usr/local/lib/python2.7/dist-packages/sqlalchemy/engine/base.py:3193
